date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2019-07-12,17.42,3.69,450,"1989-07-05 2018-07-19",84.94,8.81,450,"1989-07-05 2018-07-19",27.43,3.64,450,"1989-07-05 2018-07-19",26.14,8.42,450,"1989-07-05 2018-07-19",11.9,3.97,450,"1989-07-05 2018-07-19",46.82,11.68,450,"1989-07-05 2018-07-19",16.54,3.34,450,"1989-07-05 2018-07-19",3.6,3.96,450,"1989-07-05 2018-07-19",2.37,8.22,446,"1989-07-05 2018-07-19",2.37,8.22,446,"1989-07-05 2018-07-19",0,0,446,"1989-07-05 2018-07-19",0,0,359,"1989-07-05 2012-07-19",,,,
2019-07-11,17.37,3.73,450,"1989-07-04 2018-07-18",84.71,8.81,450,"1989-07-04 2018-07-18",27.45,3.7,450,"1989-07-04 2018-07-18",26.2,7.87,450,"1989-07-04 2018-07-18",11.8,4.02,450,"1989-07-04 2018-07-18",46.61,11.71,450,"1989-07-04 2018-07-18",16.49,3.37,450,"1989-07-04 2018-07-18",3.65,4.03,450,"1989-07-04 2018-07-18",2.17,7.92,446,"1989-07-04 2018-07-18",2.17,7.92,446,"1989-07-04 2018-07-18",0,0,446,"1989-07-04 2018-07-18",0,0,359,"1989-07-04 2012-07-18",,,,
2019-07-10,17.23,3.74,450,"1989-07-03 2018-07-17",84.45,9.05,450,"1989-07-03 2018-07-17",27.35,3.75,450,"1989-07-03 2018-07-17",26.13,7.94,450,"1989-07-03 2018-07-17",11.64,4.02,450,"1989-07-03 2018-07-17",46.45,11.79,450,"1989-07-03 2018-07-17",16.33,3.36,450,"1989-07-03 2018-07-17",3.66,4.06,450,"1989-07-03 2018-07-17",2.18,7.92,446,"1989-07-03 2018-07-17",2.18,7.92,446,"1989-07-03 2018-07-17",0,0,446,"1989-07-03 2018-07-17",0,0,359,"1989-07-03 2012-07-17",,,,
2019-07-09,17,3.82,450,"1989-07-02 2018-07-16",84.23,9.1,450,"1989-07-02 2018-07-16",27.21,3.7,450,"1989-07-02 2018-07-16",25.98,7.65,450,"1989-07-02 2018-07-16",11.37,4.06,450,"1989-07-02 2018-07-16",46.1,11.62,450,"1989-07-02 2018-07-16",16.17,3.34,450,"1989-07-02 2018-07-16",3.65,4,450,"1989-07-02 2018-07-16",2.06,7.82,446,"1989-07-02 2018-07-16",2.06,7.82,446,"1989-07-02 2018-07-16",0,0,446,"1989-07-02 2018-07-16",0,0,359,"1989-07-02 2012-07-16",,,,
2019-07-08,16.88,3.86,450,"1989-07-01 2018-07-15",84.15,9.23,450,"1989-07-01 2018-07-15",27.09,3.67,450,"1989-07-01 2018-07-15",26.34,7.92,450,"1989-07-01 2018-07-15",11.19,4.09,450,"1989-07-01 2018-07-15",45.93,11.54,450,"1989-07-01 2018-07-15",16.01,3.34,450,"1989-07-01 2018-07-15",3.75,4.04,450,"1989-07-01 2018-07-15",2.08,7.81,446,"1989-07-01 2018-07-15",2.08,7.81,446,"1989-07-01 2018-07-15",0,0,446,"1989-07-01 2018-07-15",0,0,359,"1989-07-01 2012-07-15",,,,
2019-07-07,16.76,3.88,450,"1989-06-30 2018-07-14",84.15,9.23,450,"1989-06-30 2018-07-14",26.98,3.71,450,"1989-06-30 2018-07-14",26.32,7.86,450,"1989-06-30 2018-07-14",11.13,4.13,450,"1989-06-30 2018-07-14",46.07,11.7,450,"1989-06-30 2018-07-14",15.91,3.34,450,"1989-06-30 2018-07-14",3.73,4.04,450,"1989-06-30 2018-07-14",2.06,7.79,446,"1989-06-30 2018-07-14",2.06,7.79,446,"1989-06-30 2018-07-14",0,0,446,"1989-06-30 2018-07-14",0,0,359,"1989-06-30 2012-07-14",,,,
2019-07-06,16.72,3.85,450,"1989-06-29 2018-07-13",84.25,9.17,450,"1989-06-29 2018-07-13",26.91,3.69,450,"1989-06-29 2018-07-13",26.57,7.93,450,"1989-06-29 2018-07-13",11.03,4.09,450,"1989-06-29 2018-07-13",46.08,11.74,450,"1989-06-29 2018-07-13",15.78,3.33,450,"1989-06-29 2018-07-13",3.72,4.09,450,"1989-06-29 2018-07-13",2.1,7.78,446,"1989-06-29 2018-07-13",2.1,7.78,446,"1989-06-29 2018-07-13",0,0,446,"1989-06-29 2018-07-13",0,0,359,"1989-06-29 2012-07-13",,,,
2019-07-05,16.71,3.81,450,"1989-06-28 2018-07-12",84.45,9.13,450,"1989-06-28 2018-07-12",26.78,3.75,450,"1989-06-28 2018-07-12",26.63,8.01,450,"1989-06-28 2018-07-12",11.04,4.08,450,"1989-06-28 2018-07-12",46.48,11.8,450,"1989-06-28 2018-07-12",15.73,3.35,450,"1989-06-28 2018-07-12",3.63,4.03,450,"1989-06-28 2018-07-12",2.24,7.93,446,"1989-06-28 2018-07-12",2.24,7.93,446,"1989-06-28 2018-07-12",0,0,446,"1989-06-28 2018-07-12",0,0,359,"1989-06-28 2012-07-12",,,,
2019-07-04,16.79,3.77,450,"1989-06-27 2018-07-11",84.7,9.13,450,"1989-06-27 2018-07-11",26.74,3.78,450,"1989-06-27 2018-07-11",26.89,8,450,"1989-06-27 2018-07-11",11.12,4.08,450,"1989-06-27 2018-07-11",46.86,11.85,450,"1989-06-27 2018-07-11",15.76,3.37,450,"1989-06-27 2018-07-11",3.71,4.06,450,"1989-06-27 2018-07-11",2.42,8.28,446,"1989-06-27 2018-07-11",2.42,8.28,446,"1989-06-27 2018-07-11",0,0,446,"1989-06-27 2018-07-11",0,0,359,"1989-06-27 2012-07-11",,,,
2019-07-03,16.87,3.78,450,"1989-06-26 2018-07-10",84.83,9.21,450,"1989-06-26 2018-07-10",26.78,3.84,450,"1989-06-26 2018-07-10",27.04,7.98,450,"1989-06-26 2018-07-10",11.21,4.1,450,"1989-06-26 2018-07-10",47.03,11.79,450,"1989-06-26 2018-07-10",15.84,3.41,450,"1989-06-26 2018-07-10",3.69,3.99,450,"1989-06-26 2018-07-10",2.45,8.26,447,"1989-06-26 2018-07-10",2.45,8.26,447,"1989-06-26 2018-07-10",0,0,447,"1989-06-26 2018-07-10",0,0,360,"1989-06-26 2012-07-10",,,,
2019-07-02,16.92,3.81,450,"1989-06-25 2018-07-09",84.89,9.32,450,"1989-06-25 2018-07-09",26.8,3.9,450,"1989-06-25 2018-07-09",26.99,7.99,450,"1989-06-25 2018-07-09",11.24,4.16,450,"1989-06-25 2018-07-09",47.26,11.91,450,"1989-06-25 2018-07-09",15.89,3.44,450,"1989-06-25 2018-07-09",3.55,3.93,450,"1989-06-25 2018-07-09",2.49,8.23,447,"1989-06-25 2018-07-09",2.49,8.23,447,"1989-06-25 2018-07-09",0,0,447,"1989-06-25 2018-07-09",0,0,359,"1989-06-25 2012-07-09",,,,
2019-07-01,16.87,3.83,450,"1989-06-24 2018-07-08",84.78,9.45,450,"1989-06-24 2018-07-08",26.72,3.99,450,"1989-06-24 2018-07-08",26.73,8.06,450,"1989-06-24 2018-07-08",11.22,4.2,450,"1989-06-24 2018-07-08",47.57,12.21,450,"1989-06-24 2018-07-08",15.81,3.43,450,"1989-06-24 2018-07-08",3.5,3.93,450,"1989-06-24 2018-07-08",2.65,8.36,447,"1989-06-24 2018-07-08",2.65,8.36,447,"1989-06-24 2018-07-08",0,0,447,"1989-06-24 2018-07-08",0,0,360,"1989-06-24 2013-06-24",,,,
2019-06-30,16.75,3.88,450,"1989-06-23 2018-07-07",84.57,9.53,450,"1989-06-23 2018-07-07",26.65,3.97,450,"1989-06-23 2018-07-07",26.39,8.2,450,"1989-06-23 2018-07-07",11.1,4.27,450,"1989-06-23 2018-07-07",47.49,12.42,450,"1989-06-23 2018-07-07",15.68,3.44,450,"1989-06-23 2018-07-07",3.5,3.91,450,"1989-06-23 2018-07-07",2.36,6.07,447,"1989-06-23 2018-07-07",2.36,6.07,447,"1989-06-23 2018-07-07",0,0,447,"1989-06-23 2018-07-07",0,0,360,"1989-06-23 2013-06-24",,,,
2019-06-29,16.66,3.9,450,"1989-06-22 2018-07-06",84.54,9.55,450,"1989-06-22 2018-07-06",26.54,3.95,450,"1989-06-22 2018-07-06",26.6,8.27,450,"1989-06-22 2018-07-06",10.95,4.27,450,"1989-06-22 2018-07-06",47.45,12.49,450,"1989-06-22 2018-07-06",15.57,3.42,450,"1989-06-22 2018-07-06",3.58,3.94,450,"1989-06-22 2018-07-06",2.28,5.88,447,"1989-06-22 2018-07-05",2.28,5.88,447,"1989-06-22 2018-07-05",0,0,447,"1989-06-22 2018-07-05",0,0,360,"1989-06-22 2013-06-24",,,,
2019-06-28,16.58,3.89,450,"1989-06-21 2018-07-05",84.61,9.84,450,"1989-06-21 2018-07-05",26.41,3.97,450,"1989-06-21 2018-07-05",26.66,8.38,450,"1989-06-21 2018-07-05",10.83,4.26,450,"1989-06-21 2018-07-05",47.56,12.74,450,"1989-06-21 2018-07-05",15.47,3.36,450,"1989-06-21 2018-07-05",3.47,3.88,450,"1989-06-21 2018-07-05",2.45,6.18,448,"1989-06-21 2018-07-05",2.45,6.18,448,"1989-06-21 2018-07-05",0,0,448,"1989-06-21 2018-07-05",0,0,360,"1989-06-21 2013-06-24",,,,
2019-06-27,16.42,3.87,450,"1989-06-20 2018-07-04",84.52,9.85,450,"1989-06-20 2018-07-04",26.2,4.07,450,"1989-06-20 2018-07-04",26.42,8.43,450,"1989-06-20 2018-07-04",10.68,4.23,450,"1989-06-20 2018-07-04",47.73,13.08,450,"1989-06-20 2018-07-04",15.34,3.35,450,"1989-06-20 2018-07-04",3.48,3.87,450,"1989-06-20 2018-07-04",2.42,6.03,449,"1989-06-20 2018-07-04",2.42,6.03,449,"1989-06-20 2018-07-04",0,0,449,"1989-06-20 2018-07-04",0,0,360,"1989-06-20 2013-06-24",,,,
2019-06-26,16.32,3.84,450,"1989-06-19 2018-07-03",84.69,9.88,450,"1989-06-19 2018-07-03",26.03,4.13,450,"1989-06-19 2018-07-03",26.31,8.44,450,"1989-06-19 2018-07-03",10.61,4.24,450,"1989-06-19 2018-07-03",48,13.23,450,"1989-06-19 2018-07-03",15.24,3.37,450,"1989-06-19 2018-07-03",3.46,3.83,450,"1989-06-19 2018-07-03",2.44,6.06,449,"1989-06-19 2018-07-03",2.44,6.06,449,"1989-06-19 2018-07-03",0,0,449,"1989-06-19 2018-07-03",0,0,360,"1989-06-19 2013-06-24",,,,
2019-06-25,16.33,3.83,450,"1989-06-18 2018-07-02",84.94,9.89,450,"1989-06-18 2018-07-02",25.98,4.19,450,"1989-06-18 2018-07-02",26.3,8.4,450,"1989-06-18 2018-07-02",10.66,4.22,450,"1989-06-18 2018-07-02",48.46,13.35,450,"1989-06-18 2018-07-02",15.23,3.39,450,"1989-06-18 2018-07-02",3.46,3.77,450,"1989-06-18 2018-07-02",2.49,6.06,449,"1989-06-18 2018-07-02",2.49,6.06,449,"1989-06-18 2018-07-02",0,0,449,"1989-06-18 2018-07-02",0,0,360,"1989-06-18 2013-06-24",,,,
2019-06-24,16.39,3.77,450,"1989-06-17 2018-07-01",85.07,9.98,450,"1989-06-17 2018-07-01",25.9,4.22,450,"1989-06-17 2018-07-01",26.26,8.36,450,"1989-06-17 2018-07-01",10.71,4.18,450,"1989-06-17 2018-07-01",49.01,13.32,450,"1989-06-17 2018-07-01",15.23,3.37,450,"1989-06-17 2018-07-01",3.39,3.79,450,"1989-06-17 2018-07-01",2.58,6.14,449,"1989-06-17 2018-07-01",2.58,6.14,449,"1989-06-17 2018-07-01",0,0,449,"1989-06-17 2018-07-01",0,0,360,"1989-06-17 2013-06-24",,,,
2019-06-23,16.31,3.79,450,"1989-06-16 2018-06-30",85.16,10.01,450,"1989-06-16 2018-06-30",25.81,4.26,450,"1989-06-16 2018-06-30",25.92,8.29,450,"1989-06-16 2018-06-30",10.64,4.18,450,"1989-06-16 2018-06-30",49.26,13.51,450,"1989-06-16 2018-06-30",15.18,3.34,450,"1989-06-16 2018-06-30",3.28,3.73,450,"1989-06-16 2018-06-30",2.74,6.28,449,"1989-06-16 2018-06-30",2.74,6.28,449,"1989-06-16 2018-06-30",0,0,449,"1989-06-16 2018-06-30",0,0,360,"1989-06-16 2013-06-24",,,,
2019-06-22,16.21,3.82,450,"1989-06-15 2018-06-29",85.06,10.11,450,"1989-06-15 2018-06-29",25.71,4.24,450,"1989-06-15 2018-06-29",25.68,8.35,450,"1989-06-15 2018-06-29",10.42,4.24,450,"1989-06-15 2018-06-29",49.09,13.71,450,"1989-06-15 2018-06-29",15.03,3.32,450,"1989-06-15 2018-06-29",3.21,3.69,450,"1989-06-15 2018-06-29",2.67,6.2,449,"1989-06-15 2018-06-29",2.67,6.2,449,"1989-06-15 2018-06-29",0,0,449,"1989-06-15 2018-06-29",0,0,360,"1989-06-15 2013-06-24",,,,
2019-06-21,16.11,3.86,450,"1989-06-14 2018-06-28",85.03,10.29,450,"1989-06-14 2018-06-28",25.57,4.23,450,"1989-06-14 2018-06-28",25.54,8.32,450,"1989-06-14 2018-06-28",10.26,4.38,450,"1989-06-14 2018-06-28",49.04,13.82,450,"1989-06-14 2018-06-28",14.95,3.31,450,"1989-06-14 2018-06-28",3.25,3.6,450,"1989-06-14 2018-06-28",2.54,6.08,449,"1989-06-14 2018-06-28",2.54,6.08,449,"1989-06-14 2018-06-28",0,0,449,"1989-06-14 2018-06-28",0,0,360,"1989-06-14 2013-06-24",,,,
2019-06-20,16.01,3.88,450,"1989-06-13 2018-06-27",85,10.45,450,"1989-06-13 2018-06-27",25.45,4.2,450,"1989-06-13 2018-06-27",25.43,8.22,450,"1989-06-13 2018-06-27",10.07,4.41,450,"1989-06-13 2018-06-27",48.98,13.9,450,"1989-06-13 2018-06-27",14.82,3.31,450,"1989-06-13 2018-06-27",3.4,3.69,450,"1989-06-13 2018-06-27",2.68,6.55,449,"1989-06-13 2018-06-27",2.68,6.55,449,"1989-06-13 2018-06-27",0,0,449,"1989-06-13 2018-06-27",0,0,361,"1989-06-13 2013-06-24",,,,
2019-06-19,15.83,3.93,450,"1989-06-12 2018-06-26",85.02,10.52,450,"1989-06-12 2018-06-26",25.29,4.24,450,"1989-06-12 2018-06-26",25.38,8.18,450,"1989-06-12 2018-06-26",9.84,4.45,450,"1989-06-12 2018-06-26",48.84,14,450,"1989-06-12 2018-06-26",14.62,3.33,450,"1989-06-12 2018-06-26",3.4,3.69,450,"1989-06-12 2018-06-26",2.52,5.95,449,"1989-06-12 2018-06-26",2.52,5.95,449,"1989-06-12 2018-06-26",0,0,449,"1989-06-12 2018-06-26",0,0,362,"1989-06-12 2013-06-24",,,,
2019-06-18,15.71,3.95,450,"1989-06-11 2018-06-25",85.04,10.63,450,"1989-06-11 2018-06-25",25.12,4.2,450,"1989-06-11 2018-06-25",25.31,8.14,450,"1989-06-11 2018-06-25",9.71,4.47,450,"1989-06-11 2018-06-25",49.11,14.14,450,"1989-06-11 2018-06-25",14.46,3.31,450,"1989-06-11 2018-06-25",3.4,3.7,450,"1989-06-11 2018-06-25",2.62,6.08,449,"1989-06-11 2018-06-25",2.62,6.08,449,"1989-06-11 2018-06-25",0,0,449,"1989-06-11 2018-06-25",0,0,363,"1989-06-11 2013-06-24",,,,
2019-06-17,15.51,3.98,450,"1989-06-10 2018-06-24",84.93,10.68,450,"1989-06-10 2018-06-24",24.91,4.19,450,"1989-06-10 2018-06-24",25.24,8.11,450,"1989-06-10 2018-06-24",9.52,4.49,450,"1989-06-10 2018-06-24",49.2,14.12,450,"1989-06-10 2018-06-24",14.25,3.3,450,"1989-06-10 2018-06-24",3.43,3.77,450,"1989-06-10 2018-06-24",2.58,6,450,"1989-06-10 2018-06-24",2.58,6,450,"1989-06-10 2018-06-24",0,0,450,"1989-06-10 2018-06-24",0,0,365,"1989-06-10 2013-06-24",,,,
2019-06-16,15.36,4.02,450,"1989-06-09 2018-06-23",84.93,10.63,450,"1989-06-09 2018-06-23",24.83,4.15,450,"1989-06-09 2018-06-23",25.42,8.27,450,"1989-06-09 2018-06-23",9.36,4.5,450,"1989-06-09 2018-06-23",48.97,14.14,450,"1989-06-09 2018-06-23",14.07,3.36,450,"1989-06-09 2018-06-23",3.44,3.79,450,"1989-06-09 2018-06-23",2.51,6.03,450,"1989-06-09 2018-06-23",2.51,6.03,450,"1989-06-09 2018-06-23",0,0,450,"1989-06-09 2018-06-23",0,0,365,"1989-06-09 2013-06-13",,,,
2019-06-15,15.25,4.03,450,"1989-06-08 2018-06-22",84.91,10.7,450,"1989-06-08 2018-06-22",24.7,4.3,450,"1989-06-08 2018-06-22",25.8,8.32,450,"1989-06-08 2018-06-22",9.26,4.47,450,"1989-06-08 2018-06-22",49.01,14.01,450,"1989-06-08 2018-06-22",13.98,3.39,450,"1989-06-08 2018-06-22",3.56,3.89,450,"1989-06-08 2018-06-22",2.51,5.9,450,"1989-06-08 2018-06-22",2.51,5.9,450,"1989-06-08 2018-06-22",0,0,450,"1989-06-08 2018-06-22",0,0,366,"1989-06-08 2013-06-13",,,,
2019-06-14,15.11,4.02,450,"1989-06-07 2018-06-21",84.82,10.7,450,"1989-06-07 2018-06-21",24.58,4.38,450,"1989-06-07 2018-06-21",25.72,8.35,450,"1989-06-07 2018-06-21",9.11,4.54,450,"1989-06-07 2018-06-21",49.12,14.13,450,"1989-06-07 2018-06-21",13.82,3.43,450,"1989-06-07 2018-06-21",3.5,3.86,450,"1989-06-07 2018-06-21",2.42,5.82,450,"1989-06-07 2018-06-21",2.42,5.82,450,"1989-06-07 2018-06-21",0,0,450,"1989-06-07 2018-06-21",0,0,367,"1989-06-07 2013-06-13",,,,
2019-06-13,14.95,4.06,450,"1989-06-06 2018-06-20",84.91,10.51,450,"1989-06-06 2018-06-20",24.37,4.42,450,"1989-06-06 2018-06-20",25.66,8.27,450,"1989-06-06 2018-06-20",8.92,4.56,450,"1989-06-06 2018-06-20",49.2,14,450,"1989-06-06 2018-06-20",13.59,3.46,450,"1989-06-06 2018-06-20",3.48,3.84,450,"1989-06-06 2018-06-20",2.33,5.56,449,"1989-06-06 2018-06-20",2.33,5.56,449,"1989-06-06 2018-06-20",0,0,449,"1989-06-06 2018-06-20",0,0,367,"1989-06-06 2013-06-13",,,,
2019-06-12,14.81,4.1,450,"1989-06-05 2018-06-19",85.24,10.45,450,"1989-06-05 2018-06-19",24.15,4.45,450,"1989-06-05 2018-06-19",25.72,8.26,450,"1989-06-05 2018-06-19",8.76,4.6,450,"1989-06-05 2018-06-19",49.32,13.95,450,"1989-06-05 2018-06-19",13.36,3.5,450,"1989-06-05 2018-06-19",3.47,3.82,450,"1989-06-05 2018-06-19",2.33,5.52,449,"1989-06-05 2018-06-19",2.33,5.52,449,"1989-06-05 2018-06-19",0,0,449,"1989-06-05 2018-06-19",0,0,368,"1989-06-05 2013-06-13",,,,
2019-06-11,14.52,4.16,450,"1989-06-04 2018-06-18",85.26,10.36,450,"1989-06-04 2018-06-18",23.86,4.41,450,"1989-06-04 2018-06-18",25.58,8.25,450,"1989-06-04 2018-06-18",8.48,4.64,450,"1989-06-04 2018-06-18",49.15,14.02,450,"1989-06-04 2018-06-18",13.11,3.53,450,"1989-06-04 2018-06-18",3.5,3.87,450,"1989-06-04 2018-06-18",2.34,5.51,449,"1989-06-04 2018-06-18",2.34,5.51,449,"1989-06-04 2018-06-18",0,0,449,"1989-06-04 2018-06-18",0,0,369,"1989-06-04 2013-06-13",,,,
2019-06-10,14.22,4.26,450,"1989-06-03 2018-06-17",85.18,10.36,450,"1989-06-03 2018-06-17",23.53,4.34,450,"1989-06-03 2018-06-17",25.59,8.22,450,"1989-06-03 2018-06-17",8.19,4.69,450,"1989-06-03 2018-06-17",48.87,14.2,450,"1989-06-03 2018-06-17",12.82,3.51,450,"1989-06-03 2018-06-17",3.51,3.9,450,"1989-06-03 2018-06-17",2.4,5.55,449,"1989-06-03 2018-06-17",2.4,5.55,449,"1989-06-03 2018-06-17",0,0,449,"1989-06-03 2018-06-17",0,0,370,"1989-06-03 2013-06-13",,,,
2019-06-09,14.05,4.3,450,"1989-06-02 2018-06-16",85.17,10.36,450,"1989-06-02 2018-06-16",23.36,4.31,450,"1989-06-02 2018-06-16",25.79,8.38,450,"1989-06-02 2018-06-16",7.93,4.67,450,"1989-06-02 2018-06-16",48.67,14.31,450,"1989-06-02 2018-06-16",12.58,3.49,450,"1989-06-02 2018-06-16",3.58,3.95,450,"1989-06-02 2018-06-16",2.5,5.74,449,"1989-06-02 2018-06-16",2.5,5.74,449,"1989-06-02 2018-06-16",0,0,449,"1989-06-02 2018-06-16",0,0,371,"1989-06-02 2013-06-13",,,,
2019-06-08,13.91,4.35,450,"1989-06-01 2018-06-15",85.15,10.36,450,"1989-06-01 2018-06-15",23.14,4.33,450,"1989-06-01 2018-06-15",26.08,8.44,450,"1989-06-01 2018-06-15",7.81,4.77,450,"1989-06-01 2018-06-15",48.72,14.28,450,"1989-06-01 2018-06-15",12.44,3.52,450,"1989-06-01 2018-06-15",3.7,4.04,450,"1989-06-01 2018-06-15",2.49,5.87,449,"1989-06-01 2018-06-15",2.49,5.87,449,"1989-06-01 2018-06-15",0,0,449,"1989-06-01 2018-06-15",0,0,372,"1989-06-01 2013-06-13",,,,
2019-06-07,13.9,4.45,450,"1989-05-31 2018-06-14",85.31,10.39,450,"1989-05-31 2018-06-14",23.04,4.43,450,"1989-05-31 2018-06-14",26.52,8.71,450,"1989-05-31 2018-06-14",7.76,4.87,450,"1989-05-31 2018-06-14",48.79,14.28,450,"1989-05-31 2018-06-14",12.34,3.66,450,"1989-05-31 2018-06-14",3.77,4.1,450,"1989-05-31 2018-06-14",2.66,5.96,449,"1989-05-31 2018-06-14",2.66,5.96,449,"1989-05-31 2018-06-14",0,0,449,"1989-05-31 2018-06-14",0,0,373,"1989-05-31 2013-06-13",,,,
2019-06-06,13.73,4.55,450,"1989-05-30 2018-06-13",85.01,10.39,450,"1989-05-30 2018-06-13",23.04,4.55,450,"1989-05-30 2018-06-13",26.48,8.62,450,"1989-05-30 2018-06-13",7.64,4.89,450,"1989-05-30 2018-06-13",48.46,14.12,450,"1989-05-30 2018-06-13",12.21,3.75,450,"1989-05-30 2018-06-13",3.71,4.13,450,"1989-05-30 2018-06-13",2.71,6.03,449,"1989-05-30 2018-06-13",2.71,6.03,449,"1989-05-30 2018-06-13",0,0,449,"1989-05-30 2018-06-13",0,0,374,"1989-05-30 2013-06-13",,,,
2019-06-05,13.57,4.63,450,"1989-05-29 2018-06-12",84.86,10.24,450,"1989-05-29 2018-06-12",22.98,4.61,450,"1989-05-29 2018-06-12",26.7,8.77,450,"1989-05-29 2018-06-12",7.48,4.96,450,"1989-05-29 2018-06-12",48.11,14.05,450,"1989-05-29 2018-06-12",12.06,3.8,450,"1989-05-29 2018-06-12",3.67,4.09,450,"1989-05-29 2018-06-12",2.49,5.38,449,"1989-05-29 2018-06-12",2.49,5.38,449,"1989-05-29 2018-06-12",0,0,449,"1989-05-29 2018-06-12",0,0,374,"1989-05-29 2013-06-12",,,,
2019-06-04,13.41,4.65,450,"1989-05-28 2018-06-11",84.75,10.16,450,"1989-05-28 2018-06-11",22.86,4.66,450,"1989-05-28 2018-06-11",26.59,8.78,450,"1989-05-28 2018-06-11",7.34,4.94,450,"1989-05-28 2018-06-11",47.93,14.06,450,"1989-05-28 2018-06-11",11.87,3.83,450,"1989-05-28 2018-06-11",3.57,4.03,450,"1989-05-28 2018-06-11",2.54,5.69,449,"1989-05-28 2018-06-11",2.54,5.69,449,"1989-05-28 2018-06-11",0,0,449,"1989-05-28 2018-06-11",0,0,374,"1989-05-28 2013-06-11",,,,
2019-06-03,13.17,4.72,450,"1989-05-27 2018-06-10",84.66,10,450,"1989-05-27 2018-06-10",22.62,4.69,450,"1989-05-27 2018-06-10",26.58,8.82,450,"1989-05-27 2018-06-10",7.1,5.02,450,"1989-05-27 2018-06-10",47.85,14.37,450,"1989-05-27 2018-06-10",11.59,3.9,450,"1989-05-27 2018-06-10",3.52,4.04,450,"1989-05-27 2018-06-10",2.44,5.6,449,"1989-05-27 2018-06-10",2.44,5.6,449,"1989-05-27 2018-06-10",0,0,449,"1989-05-27 2018-06-10",0,0,374,"1989-05-27 2013-06-10",,,,
2019-06-02,13.02,4.78,450,"1989-05-26 2018-06-09",84.61,10.07,450,"1989-05-26 2018-06-09",22.44,4.74,450,"1989-05-26 2018-06-09",26.64,8.74,450,"1989-05-26 2018-06-09",6.9,5.08,450,"1989-05-26 2018-06-09",47.79,14.61,450,"1989-05-26 2018-06-09",11.42,3.95,450,"1989-05-26 2018-06-09",3.5,4.02,450,"1989-05-26 2018-06-09",2.49,5.72,449,"1989-05-26 2018-06-09",2.49,5.72,449,"1989-05-26 2018-06-09",0,0,449,"1989-05-26 2018-06-09",0,0,374,"1989-05-26 2013-06-09",,,,
2019-06-01,12.8,4.8,450,"1989-05-25 2018-06-08",84.4,10.22,450,"1989-05-25 2018-06-08",22.17,4.88,450,"1989-05-25 2018-06-08",26.67,8.62,450,"1989-05-25 2018-06-08",6.66,5.11,450,"1989-05-25 2018-06-08",47.9,14.55,450,"1989-05-25 2018-06-08",11.27,4.03,450,"1989-05-25 2018-06-08",3.56,4.11,450,"1989-05-25 2018-06-08",2.51,5.84,449,"1989-05-25 2018-06-08",2.51,5.84,449,"1989-05-25 2018-06-08",0,0,449,"1989-05-25 2018-06-08",0,0,374,"1989-05-25 2013-06-08",,,,
2019-05-31,12.64,4.78,450,"1989-05-24 2018-06-07",84.34,10.43,450,"1989-05-24 2018-06-07",22.04,4.84,450,"1989-05-24 2018-06-07",26.68,8.67,450,"1989-05-24 2018-06-07",6.4,5.12,450,"1989-05-24 2018-06-07",47.63,14.68,450,"1989-05-24 2018-06-07",11.05,3.99,450,"1989-05-24 2018-06-07",3.57,4.16,450,"1989-05-24 2018-06-07",2.42,5.72,449,"1989-05-24 2018-06-07",2.42,5.72,449,"1989-05-24 2018-06-07",0,0,449,"1989-05-24 2018-06-07",0,0,374,"1989-05-24 2013-06-07",,,,
2019-05-30,12.45,4.77,450,"1989-05-23 2018-06-06",84.27,10.62,450,"1989-05-23 2018-06-06",21.86,4.8,450,"1989-05-23 2018-06-06",26.61,8.53,450,"1989-05-23 2018-06-06",6.24,5.07,450,"1989-05-23 2018-06-06",47.63,14.62,450,"1989-05-23 2018-06-06",10.81,4.01,450,"1989-05-23 2018-06-06",3.59,4.16,450,"1989-05-23 2018-06-06",2.45,5.76,449,"1989-05-23 2018-06-06",2.45,5.76,449,"1989-05-23 2018-06-06",0,0,449,"1989-05-23 2018-06-06",0,0,374,"1989-05-23 2013-06-06",,,,
